0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	1	0	0	1	0	0	1	0	0	0	0	0	0
0	0	0	0	0	1	1	C	1	1	1	1	B	1	0	0	0	0	0
0	0	0	0	0	0	1	0	0	1	0	0	1	0	0	0	0	0	0
0	0	0	0	0	0	1	1	0	1	0	1	1	0	0	0	0	0	0
0	0	1	0	0	0	1	0	0	1	0	0	1	0	0	0	1	0	0
0	1	A	1	1	1	0	0	0	1	0	0	0	1	1	1	1	1	0
0	0	1	0	1	0	0	1	1	1	1	1	0	0	1	0	1	0	0
0	0	1	0	0	0	0	1	0	1	0	1	0	0	0	0	1	0	0
0	1	1	1	1	1	1	1	1	G	1	1	1	1	1	1	1	1	0
0	0	1	0	0	0	0	1	0	1	0	1	0	0	0	0	1	0	0
0	0	1	0	1	0	0	1	1	1	1	1	0	0	1	0	1	0	0
0	1	1	1	1	1	0	0	0	1	0	0	0	1	1	1	1	1	0
0	0	1	0	0	0	1	0	0	1	0	0	1	0	0	0	1	0	0
0	0	0	0	0	0	1	1	0	1	0	1	1	0	0	0	0	0	0
0	0	0	0	0	0	1	0	0	1	0	0	1	0	0	0	0	0	0
0	0	0	0	0	1	1	1	1	1	1	1	1	1	0	0	0	0	0
0	0	0	0	0	0	1	0	0	1	0	0	1	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
